@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC

@DATA
265990,24850,3,20140813092226
44118881,24850,3,20140812101603
69592984,24850,5,20140809100022
17109370,24850,5,20140807170330
709339,11641,4,20170822202437
19160551,11641,4,20170122211625
19381132,11641,4,20161226154137
74603594,11641,4,20170828225807
70682561,11641,4,20170820163849
84751936,11641,4,20170808175137
36018134,11641,5,20170608160643
89454532,11641,1,20170227212955
5039275,11641,5,20161017175159
39495872,11641,5,20161017093309
1129228,11641,5,20161015110930
5544789,11641,4,20160901232601
39801359,11641,3,20160720202317
80952533,11641,5,20160229103706
17724422,11641,4,20151213085925
91472583,6628781,4,20170827215354
19160551,6628781,4,20170118221352
661642,6628781,4,20170713174510
90338919,6628781,5,20160904185853
5544789,6628781,4,20160901232537
74466223,6628781,5,20160130082115
17724422,6628781,4,20151213085925
19008708,6628781,5,20151116100137
68741903,6628781,4,20151008120012
67089609,6628781,4,20151008080546
17088980,6628781,4,20150924211437
191815,6628781,4,20150914170911
872584,6628781,4,20150908140257
17674683,6628781,4,20150827161227
63950494,6628781,5,20150827150513
4952029,6325821,5,20131020001711
19684966,6325821,5,20131019000803
1260410,6325821,5,20131018131130
192867,6325821,3,20131018111357
38300872,6325821,5,20131018100505
836514,6325821,5,20131018093115
5661040,6325821,5,20131017201807
87141990,6325821,4,20131016152309
5093386,6325821,5,20131016101545
5215633,6325821,2,20131015215528
17286360,6325821,3,20131015190053
829396,6325821,4,20131015095657
5077461,6325821,4,20131014235323
5216211,6325821,5,20131014200438
423883,6325821,5,20131014193912
339590,24833,3,20131015151732
38329709,24833,3,20131014195602
5388665,24833,4,20130823142925
17222097,24833,3,20130730233139
287516,24833,5,20120825190743
2824399,24833,4,20120525093934
216662,24833,4,20120417153331
468624,24833,5,20110818073225
415650,24833,4,20110107160940
19557032,813685,4,20170625224012
60234103,813685,5,20151121233030
71759223,813685,5,20150818075232
61337705,813685,5,20150806180016
76243087,6588427,2,20140804161804
17450462,6588427,3,20140721222158
40885503,6588427,5,20140704161220
480756,18596,5,20131121144637
